season_id,age_group_id,region_id,club_id,league_group_id,division_name,group_name,group_hash_url
2023,1,1,-3,15789,Badmintonligaen,Grundspil,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,15789,1,1,,,-3,"
2023,1,1,-3,16444,Badmintonligaen,Kvalifikationskamp til Ligaen,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16444,1,1,,,-3,"
2023,1,1,-3,16443,Badmintonligaen,Medalje slutspil,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16443,1,1,,,-3,"
2023,1,1,-3,16448,Badmintonligaen (oversidder-runder),Oversidder-runder/papirhold,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16448,1,1,,,-3,"
2023,1,1,-3,16378,1. division,Kvalifikation til Badmintonligaen,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16378,1,1,,,-3,"
2023,1,1,-3,16492,1. division,Kvalifikationskampe til 1. division,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16492,1,1,,,-3,"
2023,1,1,-3,16379,1. division,Nedrykning fra 1. division,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16379,1,1,,,-3,"
2023,1,1,-3,16510,1. division (oversidder-runder),Oversidder-runder/papirhold,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16510,1,1,,,-3,"
2023,1,1,-3,15822,1. division,Pulje 1,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,15822,1,1,,,-3,"
2023,1,1,-3,15823,1. division,Pulje 2,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,15823,1,1,,,-3,"
2023,1,1,-3,16380,2. division,Kvalifikation til 1. division,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16380,1,1,,,-3,"
2023,1,1,-3,16381,2. division,Nedrykning fra 2. division,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16381,1,1,,,-3,"
2023,1,1,-3,16515,2. division (oversidder-runder),Oversidder-runder/papirhold,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16515,1,1,,,-3,"
2023,1,1,-3,15824,2. division,Pulje 1,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,15824,1,1,,,-3,"
2023,1,1,-3,15825,2. division,Pulje 2,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,15825,1,1,,,-3,"
2023,1,1,-3,16382,3. division,Kvalifikation til 2.division pulje A,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16382,1,1,,,-3,"
2023,1,1,-3,16383,3. division,Kvalifikation til 2.division pulje B,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16383,1,1,,,-3,"
2023,1,1,-3,16494,3. division,Kvalkampe: Nedrykning til DS,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16494,1,1,,,-3,"
2023,1,1,-3,16493,3. division,Kvalkampe: Oprykning til 2. division,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16493,1,1,,,-3,"
2023,1,1,-3,16384,3. division,Nedrykning fra 3. division pulje A,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16384,1,1,,,-3,"
2023,1,1,-3,16385,3. division,Nedrykning fra 3. division pulje B,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16385,1,1,,,-3,"
2023,1,1,-3,16516,3. division (oversidder-runde),Oversidder-runder/papirhold,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16516,1,1,,,-3,"
2023,1,1,-3,15826,3. division,Pulje 1,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,15826,1,1,,,-3,"
2023,1,1,-3,15827,3. division,Pulje 2,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,15827,1,1,,,-3,"
2023,1,1,-3,15828,3. division,Pulje 3,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,15828,1,1,,,-3,"
2023,1,1,-3,15829,3. division,Pulje 4,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,15829,1,1,,,-3,"
2023,1,1,-3,16386,Danmarksserien,Kvalifikation til 3. division pulje A,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16386,1,1,,,-3,"
2023,1,1,-3,16387,Danmarksserien,Kvalifikation til 3. division pulje B,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16387,1,1,,,-3,"
2023,1,1,-3,16388,Danmarksserien,Kvalifikation til 3. division pulje C,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16388,1,1,,,-3,"
2023,1,1,-3,16389,Danmarksserien,Kvalifikation til 3. division pulje D,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16389,1,1,,,-3,"
2023,1,1,-3,16496,Danmarksserien,Kvalkampe: Nedrykning til KS,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16496,1,1,,,-3,"
2023,1,1,-3,16495,Danmarksserien,Kvalkampe: Oprykning til 3. division,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16495,1,1,,,-3,"
2023,1,1,-3,16390,Danmarksserien,Nedrykning fra Danmarksserien pulje A,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16390,1,1,,,-3,"
2023,1,1,-3,16391,Danmarksserien,Nedrykning fra Danmarksserien pulje B,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16391,1,1,,,-3,"
2023,1,1,-3,16392,Danmarksserien,Nedrykning fra Danmarksserien pulje C,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16392,1,1,,,-3,"
2023,1,1,-3,16393,Danmarksserien,Nedrykning fra Danmarksserien pulje D,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16393,1,1,,,-3,"
2023,1,1,-3,15839,Danmarksserien,Pulje 1,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,15839,1,1,,,-3,"
2023,1,1,-3,15840,Danmarksserien,Pulje 2,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,15840,1,1,,,-3,"
2023,1,1,-3,15841,Danmarksserien,Pulje 3,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,15841,1,1,,,-3,"
2023,1,1,-3,15842,Danmarksserien,Pulje 4,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,15842,1,1,,,-3,"
2023,1,1,-3,15843,Danmarksserien,Pulje 5,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,15843,1,1,,,-3,"
2023,1,1,-3,15844,Danmarksserien,Pulje 6,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,15844,1,1,,,-3,"
2023,1,1,-3,15845,Danmarksserien,Pulje 7,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,15845,1,1,,,-3,"
2023,1,1,-3,15846,Danmarksserien,Pulje 8,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,15846,1,1,,,-3,"
2023,1,1,-3,16821,DM-HOLD I HYGGEFJER (4+2) m. DS,SEN A (5. - 6. plads),"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16821,1,1,,,-3,"
2023,1,1,-3,16820,DM-HOLD I HYGGEFJER (4+2) m. DS,SEN A Finaleslutspil (1. - 4. plads),"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16820,1,1,,,-3,"
2023,1,1,-3,16787,DM-HOLD I HYGGEFJER (4+2) m. DS,SEN A Pulje 1,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16787,1,1,,,-3,"
2023,1,1,-3,16819,DM-HOLD I HYGGEFJER (4+2) m. DS,SEN A Pulje 2,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16819,1,1,,,-3,"
2023,1,1,-3,16825,DM-HOLD I HYGGEFJER (4+2) m. DS,SEN B (5. - 6. plads),"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16825,1,1,,,-3,"
2023,1,1,-3,16824,DM-HOLD I HYGGEFJER (4+2) m. DS,SEN B Finaleslutspil (1. - 4. plads),"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16824,1,1,,,-3,"
2023,1,1,-3,16822,DM-HOLD I HYGGEFJER (4+2) m. DS,SEN B Pulje 1,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16822,1,1,,,-3,"
2023,1,1,-3,16823,DM-HOLD I HYGGEFJER (4+2) m. DS,SEN B Pulje 2,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16823,1,1,,,-3,"
2023,1,1,-3,16826,DM-HOLD I HYGGEFJER (4+2) m. DS,SEN C Pulje 1,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16826,1,1,,,-3,"
2023,1,1,-3,16827,DM-HOLD I HYGGEFJER (4+2) m. DS,SEN D Pulje 1,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16827,1,1,,,-3,"
2023,1,1,-3,16790,DM-HOLD I HYGGEFJER (4+2) u. DS,Pulje 1,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16790,1,1,,,-3,"
2023,1,1,-3,16829,DM-HOLD I HYGGEFJER (4+2 Double),Bronzekamp (3.-4. plads),"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16829,1,1,,,-3,"
2023,1,1,-3,16828,DM-HOLD I HYGGEFJER (4+2 Double),Finale (1. - 2. plads),"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16828,1,1,,,-3,"
2023,1,1,-3,16830,DM-HOLD I HYGGEFJER (4+2 Double),Placeringskampe (5. - 8. plads),"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16830,1,1,,,-3,"
2023,1,1,-3,16788,DM-HOLD I HYGGEFJER (4+2 Double),Pulje 1,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16788,1,1,,,-3,"
2023,1,1,-3,16789,DM-HOLD I HYGGEFJER (4+2 Double),Pulje 2,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16789,1,1,,,-3,"
2023,1,1,-3,16797,DM-HOLD I HYGGEFJER (2+2 Double),SEN pulje 1,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16797,1,1,,,-3,"
2023,1,1,-3,16831,"DM-HOLD I HYGGEFJER (4 spillere/ 3 do.,2 si.)",Ekstra kamp nr. 1 og 2,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16831,1,1,,,-3,"
2023,1,1,-3,16800,"DM-HOLD I HYGGEFJER (4 spillere/ 3 do.,2 si.)",Finale slutspil SEN B (1. - 4. plads),"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16800,1,1,,,-3,"
2023,1,1,-3,16804,"DM-HOLD I HYGGEFJER (4 spillere/ 3 do.,2 si.)",Finale slutspil SEN C (1. - 4. plads),"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16804,1,1,,,-3,"
2023,1,1,-3,16791,"DM-HOLD I HYGGEFJER (4 spillere/ 3 do.,2 si.)",SEN A,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16791,1,1,,,-3,"
2023,1,1,-3,16801,"DM-HOLD I HYGGEFJER (4 spillere/ 3 do.,2 si.)",SEN B 5. - 6. plads,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16801,1,1,,,-3,"
2023,1,1,-3,16792,"DM-HOLD I HYGGEFJER (4 spillere/ 3 do.,2 si.)",SEN B pulje 1,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16792,1,1,,,-3,"
2023,1,1,-3,16799,"DM-HOLD I HYGGEFJER (4 spillere/ 3 do.,2 si.)",SEN B pulje 2,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2023,16799,1,1,,,-3,"
