season_id,age_group_id,region_id,club_id,league_group_id,division_name,group_name,group_hash_url
2021,1,1,-3,13946,Badmintonligaen,Final 4,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2021,13946,1,1,,,-3,"
2021,1,1,-3,13945,Badmintonligaen,Grundspil,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2021,13945,1,1,,,-3,"
2021,1,1,-3,13947,Badmintonligaen,Kvalifikationskamp mod 1. division,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2021,13947,1,1,,,-3,"
2021,1,1,-3,13760,1. division (grundspil),Pulje 1,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2021,13760,1,1,,,-3,"
2021,1,1,-3,13761,1. division (grundspil),Pulje 2,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2021,13761,1,1,,,-3,"
2021,1,1,-3,14461,1. division (slutspil),Kvalifikation til Badmintonligaen,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2021,14461,1,1,,,-3,"
2021,1,1,-3,14491,1. division (slutspil),Kvalifikationskampe mod 2. division,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2021,14491,1,1,,,-3,"
2021,1,1,-3,14462,1. division (slutspil),Nedrykning fra 1. division,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2021,14462,1,1,,,-3,"
2021,1,1,-3,13766,2. division,Kvalifikation til 1. division,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2021,13766,1,1,,,-3,"
2021,1,1,-3,13772,3. division,Kvalifikation til 2. division pulje A,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2021,13772,1,1,,,-3,"
2021,1,1,-3,13773,3. division,Kvalifikation til 2. division pulje B,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2021,13773,1,1,,,-3,"
2021,1,1,-3,14492,3. division,Kvalifikationskampe,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2021,14492,1,1,,,-3,"
2021,1,1,-3,13767,2. division,Nedrykning fra 2. division,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2021,13767,1,1,,,-3,"
2021,1,1,-3,13774,3. division,Nedrykning fra 3. division pulje A,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2021,13774,1,1,,,-3,"
2021,1,1,-3,13775,3. division,Nedrykning fra 3. division pulje B,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2021,13775,1,1,,,-3,"
2021,1,1,-3,13768,3. division,Pulje 1,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2021,13768,1,1,,,-3,"
2021,1,1,-3,13764,2. division,Pulje 1,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2021,13764,1,1,,,-3,"
2021,1,1,-3,13765,2. division,Pulje 2,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2021,13765,1,1,,,-3,"
2021,1,1,-3,13769,3. division,Pulje 2,"https://badmintonplayer.dk/DBF/HoldTurnering/Stilling/#2,2021,13769,1,1,,,-3,"
