season_id,age_group_id,region_id,club_id,league_group_id,division_name,group_name,match_id,round,discipline,discipline_no,discipline_code,home_team,away_team,home_players,away_players,home_player_ids,away_player_ids,set_scores,winner_side,winner_team,wo
2024,1,1,-3,16859,Badmintonligaen,Bronzekamp,483664,12 07-05-2025,1. MD,1,MD,Solrød Strand,RSL ODENSE OBK,"Zach Russ (EU), Alexandra Bøje","Alexander Dunn (udl.), Sara Thygesen","163380, 89506","238522, 40011","21-12, 21-13",home,Solrød Strand,
2024,1,1,-3,16859,Badmintonligaen,Bronzekamp,483664,12 07-05-2025,2. MD,2,MD,Solrød Strand,RSL ODENSE OBK,"Marcus Rindshøj, Kathrine Vang Rasmussen","Christian Faust Kjær, Maiken Fruergaard Sørensen","3198, 94180","92043, 68036","13-21, 7-21",away,RSL ODENSE OBK,
2024,1,1,-3,16859,Badmintonligaen,Bronzekamp,483664,12 07-05-2025,1. DS,1,DS,Solrød Strand,RSL ODENSE OBK,Tara Shah (udl.),Camilla Martens,352344,32869,"19-21, 21-15, 21-11",home,Solrød Strand,
2024,1,1,-3,16859,Badmintonligaen,Bronzekamp,483664,12 07-05-2025,2. DS,2,DS,Solrød Strand,RSL ODENSE OBK,Frederikke Lund,Xu Wei (EU),2260,352329,"15-21, 8-21",away,RSL ODENSE OBK,
2024,1,1,-3,16859,Badmintonligaen,Bronzekamp,483664,12 07-05-2025,1. HS,1,HS,Solrød Strand,RSL ODENSE OBK,Felix Burestedt (EU),Søren Hald,66689,86129,"21-16, 21-11",home,Solrød Strand,
2024,1,1,-3,16859,Badmintonligaen,Bronzekamp,483664,12 07-05-2025,2. HS,2,HS,Solrød Strand,RSL ODENSE OBK,Sebastian Mikkelsen,Phillip Kryger Boe,215418,233783,"8-21, 14-21",away,RSL ODENSE OBK,
2024,1,1,-3,16859,Badmintonligaen,Bronzekamp,483664,12 07-05-2025,1. DD,1,DD,Solrød Strand,RSL ODENSE OBK,"Alexandra Bøje, Kathrine Vang Rasmussen","Maiken Fruergaard Sørensen, Sara Thygesen","89506, 94180","68036, 40011","16-21, 13-21",away,RSL ODENSE OBK,
2024,1,1,-3,16859,Badmintonligaen,Bronzekamp,483664,12 07-05-2025,1. HD,1,HD,Solrød Strand,RSL ODENSE OBK,"Zach Russ (EU), Marcus Rindshøj","William Kryger Boe, Christian Faust Kjær","163380, 3198","93939, 92043","15-21, 17-21",away,RSL ODENSE OBK,
2024,1,1,-3,16859,Badmintonligaen,Bronzekamp,483664,12 07-05-2025,2. HD,2,HD,Solrød Strand,RSL ODENSE OBK,"Jonathan Melgaard, Theis Christiansen","Matthew Grimley (udl.), Alexander Dunn (udl.)","94046, 14178","197724, 238522","12-21, 15-21",away,RSL ODENSE OBK,
2024,1,1,-3,16857,Badmintonligaen,Grundspil,463821,1 03-09-2024,1. MD,1,MD,Skovshoved,Gentofte,"Mikkel Mikkelsen, Sara Lundgaard","Rasmus Prasz Espersen, Christine Busch Andreasen","48568, 80319","2346, 2241","13-21, 22-20, 13-21",away,Gentofte,
2024,1,1,-3,16857,Badmintonligaen,Grundspil,463821,1 03-09-2024,2. MD,2,MD,Skovshoved,Gentofte,"Mette Poulsen, Joel Eipe","Jeppe Bay Madsen, Marie Røpke","55556, 78774","78661, 19857","21-18, 21-14",home,Skovshoved,
2024,1,1,-3,16857,Badmintonligaen,Grundspil,463821,1 03-09-2024,1. DS,1,DS,Skovshoved,Gentofte,Line Christophersen,Sofie Karmann,154,234461,"21-16, 21-10",home,Skovshoved,
2024,1,1,-3,16857,Badmintonligaen,Grundspil,463821,1 03-09-2024,2. DS,2,DS,Skovshoved,Gentofte,Benedicte Sillassen,Marie Viscovich,240049,229498,"21-9, 21-8",home,Skovshoved,
2024,1,1,-3,16857,Badmintonligaen,Grundspil,463821,1 03-09-2024,1. HS,1,HS,Skovshoved,Gentofte,Rasmus Gemke,Victor Ørding Kauffmann,77864,91606,"21-12, 21-10",home,Skovshoved,
2024,1,1,-3,16857,Badmintonligaen,Grundspil,463821,1 03-09-2024,2. HS,2,HS,Skovshoved,Gentofte,Mads Christophersen,Matthias Kicklitz (EU),81169,3049,"21-14, 21-9",home,Skovshoved,
2024,1,1,-3,16857,Badmintonligaen,Grundspil,463821,1 03-09-2024,1. DD,1,DD,Skovshoved,Gentofte,"Sara Lundgaard, Mette Poulsen","Christine Busch Andreasen, Marie Røpke","80319, 55556","2241, 19857","16-21, 21-17, 14-21",away,Gentofte,
2024,1,1,-3,16857,Badmintonligaen,Grundspil,463821,1 03-09-2024,1. HD,1,HD,Skovshoved,Gentofte,"Joel Eipe, Daniel Lundgaard","Rasmus Kjær Pedersen, Kasper Antonsen","78774, 1311","83801, 60945","21-19, 12-21, 26-24",home,Skovshoved,
2024,1,1,-3,16857,Badmintonligaen,Grundspil,463821,1 03-09-2024,2. HD,2,HD,Skovshoved,Gentofte,"Mads Christophersen, Mikkel Mikkelsen","Rasmus Prasz Espersen, Jeppe Bay Madsen","81169, 48568","2346, 78661","13-21, 21-18, 21-15",home,Skovshoved,
2024,1,1,-3,16857,Badmintonligaen,Grundspil,463822,1 03-09-2024,1. MD,1,MD,Solrød Strand,Hvidovre,"Frederik Søgaard, Alexandra Bøje","Marvin Emil Seidel (EU), Estelle Van Leeuwen (udl.)","80745, 89506","352371, 266748","21-23, 27-25, 21-14",home,Solrød Strand,
2024,1,1,-3,16857,Badmintonligaen,Grundspil,463822,1 03-09-2024,2. MD,2,MD,Solrød Strand,Hvidovre,"Maria Højlund Tommerup, Zach Russ (EU)","Sebastian Bugtrup, Mette Werge","172194, 163380","71836, 115862","6-21, 21-19, 14-21",away,Hvidovre,
2024,1,1,-3,16857,Badmintonligaen,Grundspil,463822,1 03-09-2024,1. DS,1,DS,Solrød Strand,Hvidovre,Frederikke Lund,Anna Siess Ryberg,2260,3300,"21-17, 11-21, 19-21",away,Hvidovre,
2024,1,1,-3,16857,Badmintonligaen,Grundspil,463822,1 03-09-2024,2. DS,2,DS,Solrød Strand,Hvidovre,Sarah Frederikke Vishart,Ann-Sofie Husher Ruus,360,2454,"13-21, 13-21",away,Hvidovre,
2024,1,1,-3,16857,Badmintonligaen,Grundspil,463822,1 03-09-2024,1. HS,1,HS,Solrød Strand,Hvidovre,Joran Kweekel (EU),Julien Carraggi (EU),317469,213539,"21-15, 21-12",home,Solrød Strand,
2024,1,1,-3,16857,Badmintonligaen,Grundspil,463822,1 03-09-2024,2. HS,2,HS,Solrød Strand,Hvidovre,Felix Burestedt (EU),Hans-Kristian Solberg Vittinghus,66689,14903,"21-13, 21-14",home,Solrød Strand,
2024,1,1,-3,16857,Badmintonligaen,Grundspil,463822,1 03-09-2024,1. DD,1,DD,Solrød Strand,Hvidovre,"Maria Højlund Tommerup, Alexandra Bøje","Mette Werge, Estelle Van Leeuwen (udl.)","172194, 89506","115862, 266748","9-21, 22-20, 17-21",away,Hvidovre,
2024,1,1,-3,16857,Badmintonligaen,Grundspil,463822,1 03-09-2024,1. HD,1,HD,Solrød Strand,Hvidovre,"Zach Russ (EU), Marcus Rindshøj","Sebastian Bugtrup, Kim Astrup Sørensen","163380, 3198","71836, 47081","14-21, 15-21",away,Hvidovre,
2024,1,1,-3,16857,Badmintonligaen,Grundspil,463822,1 03-09-2024,2. HD,2,HD,Solrød Strand,Hvidovre,"Frederik Søgaard, Felix Burestedt (EU)","Marvin Emil Seidel (EU), Daniel Hess (EU)","80745, 66689","352371, 352479","21-15, 20-22, 21-18",home,Solrød Strand,
2024,1,1,-3,16857,Badmintonligaen,Grundspil,463823,1 03-09-2024,1. MD,1,MD,RSL ODENSE OBK,Højbjerg/Via Biler,"Alexander Dunn (udl.), Sara Thygesen","Mads Vestergaard, Selena Piek (EU)","238522, 40011","3019, 250890","21-17, 21-19",home,RSL ODENSE OBK,
2024,1,1,-3,16857,Badmintonligaen,Grundspil,463823,1 03-09-2024,2. MD,2,MD,RSL ODENSE OBK,Højbjerg/Via Biler,"Maiken Fruergaard Sørensen, Christian Faust Kjær","Jesper Toft, Amalie Magelund Krogh","68036, 92043","86982, 869","20-22, 17-21",away,Højbjerg/Via Biler,
2024,1,1,-3,16857,Badmintonligaen,Grundspil,463823,1 03-09-2024,1. DS,1,DS,RSL ODENSE OBK,Højbjerg/Via Biler,Xu Wei (EU),Line Kjærsfeldt,352329,61094,"18-21, 20-22",away,Højbjerg/Via Biler,
