season_id,age_group_id,region_id,club_id,league_group_id,division_name,group_name,match_id,round,round_no,round_date,time,home_team,away_team,organizer,venue,team_result,team_points,wo,livescore
2022,1,1,-3,14806,Badmintonligaen,Final 4,442752,13 22-04-2023,13,22-04-2023,lø 22‑04‑2023 14:00,Højbjerg/Via Biler,Team Skælskør-Slagelse,,Brøndby Hallen 4-5,2-5,2-5,,
2022,1,1,-3,14806,Badmintonligaen,Final 4,442753,13 22-04-2023,13,22-04-2023,lø 22‑04‑2023 14:00,Vendsyssel,Skovshoved,,Brøndby Hallen 1-2,5-1,5-1,,
2022,1,1,-3,14806,Badmintonligaen,Final 4,443914,12 22-04-2023,12,22-04-2023,sø 23‑04‑2023 12:00,Vendsyssel,Team Skælskør-Slagelse,,Brøndby Hallen 1-2,5-4,7-5,,
2022,1,1,-3,14806,Badmintonligaen,Final 4,443915,12 22-04-2023,12,22-04-2023,sø 23‑04‑2023 12:00,Højbjerg/Via Biler,Skovshoved,,Brøndby Hallen 3-5,1-5,1-5,,
2022,1,1,-3,14805,Badmintonligaen,Grundspil,424887,1 20-09-2022,1,20-09-2022,ti 20‑09‑2022 18:30,Skovshoved,Aarhus AB,,Krøyersvej,7-2,10-2,,
2022,1,1,-3,14805,Badmintonligaen,Grundspil,424888,1 20-09-2022,1,20-09-2022,ti 20‑09‑2022 19:00,Solrød Strand,RSL ODENSE OBK,,Solrød Idrætscenter Hal A,9-0,12-0,,
2022,1,1,-3,14805,Badmintonligaen,Grundspil,424889,1 20-09-2022,1,20-09-2022,ti 20‑09‑2022 18:30,Team Skælskør-Slagelse,KMB2010,,Skælskør Badminton Center,7-2,10-2,,
2022,1,1,-3,14805,Badmintonligaen,Grundspil,424890,1 20-09-2022,1,20-09-2022,ti 20‑09‑2022 19:00,Vendsyssel,Gentofte,,Arena Nord,5-4,7-5,,
2022,1,1,-3,14805,Badmintonligaen,Grundspil,424891,1 20-09-2022,1,20-09-2022,ti 20‑09‑2022 19:00,Værløse,Højbjerg/Via Biler,,Værløsehallerne,4-5,5-7,,
2022,1,1,-3,14805,Badmintonligaen,Grundspil,424892,2 22-09-2022,2,22-09-2022,to 22‑09‑2022 18:30,Gentofte,Solrød Strand,,GBK Hallen 1-4,3-6,3-9,,
