season_id,age_group_id,region_id,club_id,league_group_id,division_name,group_name,match_id,round,discipline,discipline_no,discipline_code,home_team,away_team,home_players,away_players,home_player_ids,away_player_ids,set_scores,winner_side,winner_team,wo
2020,1,1,-3,13241,Badmintonligaen,Final 4,406953,10 22-06-2021,2. MD,2,MD,Team Skælskør-Slagelse,Skovshoved,"Mads Pieler Kolding, Imke Van Der Aar","Joel Eipe, Mette Poulsen","22029, 213164","78774, 55556","21-14, 12-21, 12-21",away,Skovshoved,
2020,1,1,-3,13241,Badmintonligaen,Final 4,406953,10 22-06-2021,1. DS,1,DS,Team Skælskør-Slagelse,Skovshoved,Evgeniya Kosetskaya,Natalia Koch Rohde,317388,69592,,,,
2020,1,1,-3,13241,Badmintonligaen,Final 4,406953,10 22-06-2021,2. DS,2,DS,Team Skælskør-Slagelse,Skovshoved,Imke Van Der Aar,Sophia Grundtvig,213164,2259,0-5,away,Skovshoved,S
2020,1,1,-3,13241,Badmintonligaen,Final 4,406953,10 22-06-2021,1. HS,1,HS,Team Skælskør-Slagelse,Skovshoved,Mark Caljouw (EU),Viktor Axelsen,66142,59158,"17-21, 16-21",away,Skovshoved,
2020,1,1,-3,13241,Badmintonligaen,Final 4,406953,10 22-06-2021,2. HS,2,HS,Team Skælskør-Slagelse,Skovshoved,Ruben Jille (EU),Rasmus Gemke,75165,77864,"5-21, 9-21",away,Skovshoved,
2020,1,1,-3,13241,Badmintonligaen,Final 4,406953,10 22-06-2021,1. DD,1,DD,Team Skælskør-Slagelse,Skovshoved,"Selena Piek (EU), Alyssa Tirtosentono (EU)","Sara Lundgaard, Mette Poulsen","250890, 253649","80319, 55556","29-30, 13-21",away,Skovshoved,
2020,1,1,-3,13241,Badmintonligaen,Final 4,406953,10 22-06-2021,1. HD,1,HD,Team Skælskør-Slagelse,Skovshoved,"Kim Astrup Sørensen, Frederik Søgaard","Joel Eipe, Rasmus Kjær Pedersen","47081, 80745","78774, 83801",,,,
2020,1,1,-3,13241,Badmintonligaen,Final 4,406953,10 22-06-2021,2. HD,2,HD,Team Skælskør-Slagelse,Skovshoved,"Ruben Jille (EU), Mads Pieler Kolding","Carsten Mogensen, Rasmus Gemke","75165, 22029","13905, 77864",,,,
2020,1,1,-3,13241,Badmintonligaen,Final 4,407990,11 23-06-2021,1. MD,1,MD,Vendsyssel,Team Skælskør-Slagelse,"Mathias Christiansen, Cheryl Seinen (EU)","Frederik Søgaard, Imke Van Der Aar","59946, 69668","80745, 213164","21-15, 15-21, 21-13",home,Vendsyssel,
2020,1,1,-3,13241,Badmintonligaen,Final 4,407990,11 23-06-2021,2. MD,2,MD,Vendsyssel,Team Skælskør-Slagelse,"Robin Tabeling (EU), Debora Jille (EU)","Ruben Jille (EU), Alyssa Tirtosentono (EU)","61161, 305462","75165, 253649","21-13, 19-21, 26-24",home,Vendsyssel,
2020,1,1,-3,13241,Badmintonligaen,Final 4,407990,11 23-06-2021,1. DS,1,DS,Vendsyssel,Team Skælskør-Slagelse,Kirsty Alison Gilmour (udl.),Evgeniya Kosetskaya,57455,317388,"21-16, 15-21, 10-21",away,Team Skælskør-Slagelse,
2020,1,1,-3,13241,Badmintonligaen,Final 4,407990,11 23-06-2021,2. DS,2,DS,Vendsyssel,Team Skælskør-Slagelse,Josefine Redkjær Jensen,Ashwathi Pillai (EU),1916,163393,"21-14, 16-21, 21-17",home,Vendsyssel,
2020,1,1,-3,13241,Badmintonligaen,Final 4,407990,11 23-06-2021,1. HS,1,HS,Vendsyssel,Team Skælskør-Slagelse,Jan Ø. Jørgensen,Mark Caljouw (EU),21735,66142,"14-21, 12-21",away,Team Skælskør-Slagelse,
2020,1,1,-3,13241,Badmintonligaen,Final 4,407990,11 23-06-2021,2. HS,2,HS,Vendsyssel,Team Skælskør-Slagelse,Victor Svendsen,Felix Burestedt (EU),69610,66689,"6-21, 11-21",away,Team Skælskør-Slagelse,
2020,1,1,-3,13241,Badmintonligaen,Final 4,407990,11 23-06-2021,1. DD,1,DD,Vendsyssel,Team Skælskør-Slagelse,"Debora Jille (EU), Cheryl Seinen (EU)","Imke Van Der Aar, Alyssa Tirtosentono (EU)","305462, 69668","213164, 253649","21-9, 19-21, 14-21",away,Team Skælskør-Slagelse,
2020,1,1,-3,13241,Badmintonligaen,Final 4,407990,11 23-06-2021,1. HD,1,HD,Vendsyssel,Team Skælskør-Slagelse,"Mathias Christiansen, Robin Tabeling (EU)","Kim Astrup Sørensen, Frederik Søgaard","59946, 61161","47081, 80745","21-9, 20-22, 27-29",away,Team Skælskør-Slagelse,
2020,1,1,-3,13241,Badmintonligaen,Final 4,407990,11 23-06-2021,2. HD,2,HD,Vendsyssel,Team Skælskør-Slagelse,"Victor Svendsen, Zvonimir Durkinjak (EU)","Ruben Jille (EU), Mark Caljouw (EU)","69610, 23630","75165, 66142",,,,
2020,1,1,-3,13241,Badmintonligaen,Final 4,407991,11 23-06-2021,1. MD,1,MD,Værløse,Skovshoved,"Mathias Thyrri Jørgensen, Mai Surrow","Carsten Mogensen, Sara Lundgaard","81255, 50755","13905, 80319","21-10, 21-18",home,Værløse,
2020,1,1,-3,13241,Badmintonligaen,Final 4,407991,11 23-06-2021,2. MD,2,MD,Værløse,Skovshoved,"Andreas Søndergaard, Julie Finne-Ipsen","Joel Eipe, Mette Poulsen","84100, 66080","78774, 55556","22-24, 21-19, 17-21",away,Skovshoved,
2020,1,1,-3,13241,Badmintonligaen,Final 4,407991,11 23-06-2021,1. DS,1,DS,Værløse,Skovshoved,Julie Dawall Jakobsen,Natalia Koch Rohde,83614,69592,"21-16, 21-18",home,Værløse,
2020,1,1,-3,13241,Badmintonligaen,Final 4,407991,11 23-06-2021,2. DS,2,DS,Værløse,Skovshoved,Sofie Holmboe Dahl,Sophia Grundtvig,76924,2259,"8-21, 21-23",away,Skovshoved,
2020,1,1,-3,13241,Badmintonligaen,Final 4,407991,11 23-06-2021,1. HS,1,HS,Værløse,Skovshoved,Rasmus Messerschmidt,Viktor Axelsen,48886,59158,"7-21, 7-21",away,Skovshoved,
2020,1,1,-3,13241,Badmintonligaen,Final 4,407991,11 23-06-2021,2. HS,2,HS,Værløse,Skovshoved,Ditlev Jæger Holm,Rasmus Gemke,80361,77864,"21-15, 15-21, 19-21",away,Skovshoved,
2020,1,1,-3,13241,Badmintonligaen,Final 4,407991,11 23-06-2021,1. DD,1,DD,Værløse,Skovshoved,"Julie Finne-Ipsen, Mai Surrow","Mette Poulsen, Sara Lundgaard","66080, 50755","55556, 80319","7-21, 24-26",away,Skovshoved,
2020,1,1,-3,13241,Badmintonligaen,Final 4,407991,11 23-06-2021,1. HD,1,HD,Værløse,Skovshoved,"Andreas Søndergaard, Daniel Lundgaard","Joel Eipe, Rasmus Kjær Pedersen","84100, 1311","78774, 83801","21-18, 21-19",home,Værløse,
2020,1,1,-3,13241,Badmintonligaen,Final 4,407991,11 23-06-2021,2. HD,2,HD,Værløse,Skovshoved,"Mathias Thyrri Jørgensen, Ditlev Jæger Holm","Carsten Mogensen, Rasmus Gemke","81255, 80361","13905, 77864",,,,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385919,1 25-08-2020,1. MD,1,MD,Aarhus AB,Greve,"Mikkel Stoffersen, Emilie Furbo","Mads Conrad-Petersen, Rikke Søby Hansen","72837, 56698","21879, 66239","10-21, 16-21",away,Greve,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385919,1 25-08-2020,2. MD,2,MD,Aarhus AB,Greve,"Mathias L. Hansen, Anne Fuglsang","David Daugaard, Amalie Magelund Krogh","62396, 87353","65640, 869","13-21, 17-21",away,Greve,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385919,1 25-08-2020,1. DS,1,DS,Aarhus AB,Greve,Anne Fuglsang,Gayle Mahulette (EU),87353,318245,"11-21, 21-17, 10-21",away,Greve,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385919,1 25-08-2020,2. DS,2,DS,Aarhus AB,Greve,Trine Villadsen,Amalie Hertz,67501,80364,"15-21, 21-14, 21-17",home,Aarhus AB,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385919,1 25-08-2020,1. HS,1,HS,Aarhus AB,Greve,Anders Antonsen,Kalle Koljonen (EU),79451,60083,"21-13, 21-17",home,Aarhus AB,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385919,1 25-08-2020,2. HS,2,HS,Aarhus AB,Greve,David Kim Kristensen,Mikkel Mikkelsen,70867,48568,"17-21, 21-17, 21-7",home,Aarhus AB,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385919,1 25-08-2020,1. DD,1,DD,Aarhus AB,Greve,"Trine Villadsen, Emilie Furbo","Rikke Søby Hansen, Amalie Magelund Krogh","67501, 56698","66239, 869","13-21, 21-18, 16-21",away,Greve,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385919,1 25-08-2020,1. HD,1,HD,Aarhus AB,Greve,"Mikkel Stoffersen, Philip Seerup","Mads Conrad-Petersen, Mikkel Mikkelsen","72837, 81442","21879, 48568","14-21, 16-21",away,Greve,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385919,1 25-08-2020,2. HD,2,HD,Aarhus AB,Greve,"Mathias L. Hansen, Anders Antonsen","David Daugaard, Kalle Koljonen (EU)","62396, 79451","65640, 60083","21-15, 21-19",home,Aarhus AB,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385920,1 25-08-2020,1. MD,1,MD,Team Skælskør-Slagelse,Solrød Strand,"Mads Pieler Kolding, Selena Piek (EU)","Søren Gravholt, Johanna Magnusson (EU)","22029, 250890","36753, 231696","21-16, 21-12",home,Team Skælskør-Slagelse,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385920,1 25-08-2020,2. MD,2,MD,Team Skælskør-Slagelse,Solrød Strand,"Ruben Jille (EU), Imke Van Der Aar","Jeppe Bay Madsen, Emma Karlsson","75165, 213164","78661, 84246","19-21, 18-21",away,Solrød Strand,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385920,1 25-08-2020,1. DS,1,DS,Team Skælskør-Slagelse,Solrød Strand,Irina Amalie Andersen,Frederikke Lund,85967,2260,"21-13, 21-17",home,Team Skælskør-Slagelse,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385920,1 25-08-2020,2. DS,2,DS,Team Skælskør-Slagelse,Solrød Strand,Imke Van Der Aar,Anna Bygum,213164,1616,"21-17, 18-21, 17-21",away,Solrød Strand,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385920,1 25-08-2020,1. HS,1,HS,Team Skælskør-Slagelse,Solrød Strand,Mark Caljouw (EU),Emil Holst,66142,39835,"21-18, 21-12",home,Team Skælskør-Slagelse,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385920,1 25-08-2020,2. HS,2,HS,Team Skælskør-Slagelse,Solrød Strand,Felix Burestedt (EU),Patrick Seitzberg Abildgaard,66689,80754,"21-19, 21-19",home,Team Skælskør-Slagelse,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385920,1 25-08-2020,1. DD,1,DD,Team Skælskør-Slagelse,Solrød Strand,"Selena Piek (EU), Alyssa Tirtosentono (EU)","Emma Karlsson, Johanna Magnusson (EU)","250890, 253649","84246, 231696","18-21, 19-21",away,Solrød Strand,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385920,1 25-08-2020,1. HD,1,HD,Team Skælskør-Slagelse,Solrød Strand,"Mads Pieler Kolding, Frederik Søgaard","Jeppe Bay Madsen, Emil Hybel","22029, 80745","78661, 84145","21-13, 21-18",home,Team Skælskør-Slagelse,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385920,1 25-08-2020,2. HD,2,HD,Team Skælskør-Slagelse,Solrød Strand,"Mark Caljouw (EU), Ruben Jille (EU)","Emil Holst, Søren Gravholt","66142, 75165","39835, 36753","21-18, 20-22, 21-16",home,Team Skælskør-Slagelse,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385921,1 25-08-2020,1. MD,1,MD,Værløse,Skovshoved,"Mathias Thyrri Jørgensen, Mai Surrow","Carsten Mogensen, Sara Lundgaard","81255, 50755","13905, 80319","21-12, 17-21, 22-20",home,Værløse,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385921,1 25-08-2020,2. MD,2,MD,Værløse,Skovshoved,"Andreas Søndergaard, Julie Finne-Ipsen","Joel Eipe, Kati Tolmoff (EU)","84100, 66080","78774, 13967","21-19, 21-13",home,Værløse,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385921,1 25-08-2020,1. DS,1,DS,Værløse,Skovshoved,Julie Dawall Jakobsen,Sophia Grundtvig,83614,2259,"21-12, 18-21, 17-1",home,Værløse,V
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385921,1 25-08-2020,2. DS,2,DS,Værløse,Skovshoved,Sofie Holmboe Dahl,Kati Tolmoff (EU),76924,13967,"11-21, 17-21",away,Skovshoved,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385921,1 25-08-2020,1. HS,1,HS,Værløse,Skovshoved,Rasmus Messerschmidt,Viktor Axelsen,48886,59158,"8-21, 16-21",away,Skovshoved,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385921,1 25-08-2020,2. HS,2,HS,Værløse,Skovshoved,Ditlev Jæger Holm,Rasmus Gemke,80361,77864,"18-21, 19-21",away,Skovshoved,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385921,1 25-08-2020,1. DD,1,DD,Værløse,Skovshoved,"Julie Finne-Ipsen, Mai Surrow","Sara Lundgaard, Isabella Nielsen","66080, 50755","80319, 69978","21-16, 21-19",home,Værløse,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385921,1 25-08-2020,1. HD,1,HD,Værløse,Skovshoved,"Andreas Søndergaard, Daniel Lundgaard","Carsten Mogensen, Joachim Fischer","84100, 1311","13905, 12057","21-18, 16-21, 18-21",away,Skovshoved,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385921,1 25-08-2020,2. HD,2,HD,Værløse,Skovshoved,"Mathias Thyrri Jørgensen, Ditlev Jæger Holm","Joel Eipe, Rasmus Gemke","81255, 80361","78774, 77864","16-21, 23-21, 21-18",home,Værløse,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385922,1 25-08-2020,1. MD,1,MD,Gentofte,Højbjerg/Via Biler,"Frederik Colberg, Line Christophersen","Anders Skaarup Rasmussen, Alexandra Bøje","54104, 154","29269, 89506","17-21, 21-23",away,Højbjerg/Via Biler,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385922,1 25-08-2020,2. MD,2,MD,Gentofte,Højbjerg/Via Biler,"Kasper Antonsen, Celine Juel","Jesper Toft, Natasja P. Anthonisen","60945, 53107","86982, 2590","14-21, 21-16, 22-24",away,Højbjerg/Via Biler,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385922,1 25-08-2020,1. DS,1,DS,Gentofte,Højbjerg/Via Biler,Line Christophersen,Amalie Schulz Terp-Nielsen,154,2532,"21-16, 21-18",home,Gentofte,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385922,1 25-08-2020,2. DS,2,DS,Gentofte,Højbjerg/Via Biler,Mathilde Haapanen,Kathrine Kaack,78190,45315,"16-21, 14-21",away,Højbjerg/Via Biler,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385922,1 25-08-2020,1. HS,1,HS,Gentofte,Højbjerg/Via Biler,Mads Christophersen,Hans-Kristian Solberg Vittinghus,81169,14903,"21-11, 21-12",home,Gentofte,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385922,1 25-08-2020,2. HS,2,HS,Gentofte,Højbjerg/Via Biler,Joshua Eipe,Karan Rajan Rajarajan,62702,272325,"18-21, 16-21",away,Højbjerg/Via Biler,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385922,1 25-08-2020,1. DD,1,DD,Gentofte,Højbjerg/Via Biler,"Celine Juel, Mathilde Haapanen","Alexandra Bøje, Amalie Schulz Terp-Nielsen","53107, 78190","89506, 2532","14-21, 13-21",away,Højbjerg/Via Biler,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385922,1 25-08-2020,1. HD,1,HD,Gentofte,Højbjerg/Via Biler,"Kasper Antonsen, Oliver Babic","Anders Skaarup Rasmussen, Jesper Toft","60945, 61931","29269, 86982","7-21, 21-19, 18-21",away,Højbjerg/Via Biler,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385922,1 25-08-2020,2. HD,2,HD,Gentofte,Højbjerg/Via Biler,"Frederik Colberg, Mads Christophersen","Karan Rajan Rajarajan, Mads Vestergaard","54104, 81169","272325, 3019","21-12, 21-17",home,Gentofte,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,388129,1 25-08-2020,1. MD,1,MD,Vendsyssel,RSL ODENSE OBK,"Robin Tabeling (EU), Cheryl Seinen (EU)","Adam Hall (udl.), Sara Thygesen","61161, 69668","72789, 40011","21-18, 21-14",home,Vendsyssel,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,388129,1 25-08-2020,2. MD,2,MD,Vendsyssel,RSL ODENSE OBK,"Zvonimir Durkinjak (EU), Debora Jille (EU)","Patrick Bjerregaard, Maiken Fruergaard Sørensen","23630, 305462","66183, 68036","21-14, 21-15",home,Vendsyssel,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,388129,1 25-08-2020,1. DS,1,DS,Vendsyssel,RSL ODENSE OBK,Kirsty Alison Gilmour (udl.),Camilla Martens,57455,32869,"21-4, 21-8",home,Vendsyssel,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,388129,1 25-08-2020,2. DS,2,DS,Vendsyssel,RSL ODENSE OBK,Laura Sarosi,Simona Pilgaard,287024,154020,"21-14, 21-9",home,Vendsyssel,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,388129,1 25-08-2020,1. HS,1,HS,Vendsyssel,RSL ODENSE OBK,Jan Ø. Jørgensen,Steffen Rasmussen,21735,41491,"21-16, 21-18",home,Vendsyssel,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,388129,1 25-08-2020,2. HS,2,HS,Vendsyssel,RSL ODENSE OBK,Victor Svendsen,Mads Thøgersen,69610,87098,"21-12, 21-16",home,Vendsyssel,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,388129,1 25-08-2020,1. DD,1,DD,Vendsyssel,RSL ODENSE OBK,"Cheryl Seinen (EU), Debora Jille (EU)","Sara Thygesen, Maiken Fruergaard Sørensen","69668, 305462","40011, 68036","10-21, 19-21",away,RSL ODENSE OBK,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,388129,1 25-08-2020,1. HD,1,HD,Vendsyssel,RSL ODENSE OBK,"Mathias Christiansen, Robin Tabeling (EU)","Patrick Bjerregaard, Adam Hall (udl.)","59946, 61161","66183, 72789","21-6, 21-17",home,Vendsyssel,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,388129,1 25-08-2020,2. HD,2,HD,Vendsyssel,RSL ODENSE OBK,"Victor Svendsen, Zvonimir Durkinjak (EU)","Mads Thøgersen, William Kryger Boe","69610, 23630","87098, 93939","21-17, 21-13",home,Vendsyssel,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385924,2 27-08-2020,1. MD,1,MD,Skovshoved,Gentofte,"Joel Eipe, Sara Lundgaard","Frederik Colberg, Line Christophersen","78774, 80319","54104, 154","22-20, 21-14",home,Skovshoved,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385924,2 27-08-2020,2. MD,2,MD,Skovshoved,Gentofte,"Carsten Mogensen, Kati Tolmoff (EU)","Kasper Antonsen, Celine Juel","13905, 13967","60945, 53107","21-19, 17-21, 17-21",away,Gentofte,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385924,2 27-08-2020,1. DS,1,DS,Skovshoved,Gentofte,Sophia Grundtvig,Line Christophersen,2259,154,"21-18, 10-21, 11-21",away,Gentofte,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385924,2 27-08-2020,2. DS,2,DS,Skovshoved,Gentofte,Kati Tolmoff (EU),Mathilde Haapanen,13967,78190,"21-10, 21-12",home,Skovshoved,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385924,2 27-08-2020,1. HS,1,HS,Skovshoved,Gentofte,Viktor Axelsen,Mads Christophersen,59158,81169,"21-10, 21-16",home,Skovshoved,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385924,2 27-08-2020,2. HS,2,HS,Skovshoved,Gentofte,Rasmus Gemke,Joshua Eipe,77864,62702,"21-14, 21-18",home,Skovshoved,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385924,2 27-08-2020,1. DD,1,DD,Skovshoved,Gentofte,"Isabella Nielsen, Sara Lundgaard","Celine Juel, Ida Købke","69978, 80319","53107, 47923","21-9, 21-10",home,Skovshoved,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385924,2 27-08-2020,1. HD,1,HD,Skovshoved,Gentofte,"Carsten Mogensen, Joachim Fischer","Kasper Antonsen, Oliver Babic","13905, 12057","60945, 61931","21-16, 21-16",home,Skovshoved,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385924,2 27-08-2020,2. HD,2,HD,Skovshoved,Gentofte,"Rasmus Gemke, Joel Eipe","Frederik Colberg, Mads Christophersen","77864, 78774","54104, 81169","21-13, 18-21, 18-21",away,Gentofte,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385925,2 27-08-2020,1. MD,1,MD,Greve,Værløse,"Mikkel Mikkelsen, Amalie Magelund Krogh","Mathias Thyrri Jørgensen, Mai Surrow","48568, 869","81255, 50755","16-21, 21-18, 21-14",home,Greve,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385925,2 27-08-2020,2. MD,2,MD,Greve,Værløse,"Mads Conrad-Petersen, Rikke Søby Hansen","Andreas Søndergaard, Julie Finne-Ipsen","21879, 66239","84100, 66080","21-15, 22-20",home,Greve,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385925,2 27-08-2020,1. DS,1,DS,Greve,Værløse,Gayle Mahulette (EU),Julie Dawall Jakobsen,318245,83614,"21-13, 9-21, 12-21",away,Værløse,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385925,2 27-08-2020,2. DS,2,DS,Greve,Værløse,Sia Berg,Sofie Holmboe Dahl,83181,76924,"21-17, 17-21, 9-21",away,Værløse,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385925,2 27-08-2020,1. HS,1,HS,Greve,Værløse,Kalle Koljonen (EU),Rasmus Messerschmidt,60083,48886,"18-21, 22-20, 21-13",home,Greve,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385925,2 27-08-2020,2. HS,2,HS,Greve,Værløse,Jonathan Dolan,Ditlev Jæger Holm,65531,80361,"11-21, 4-10",away,Værløse,V
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385925,2 27-08-2020,1. DD,1,DD,Greve,Værløse,"Amalie Magelund Krogh, Rikke Søby Hansen","Julie Finne-Ipsen, Mai Surrow","869, 66239","66080, 50755","21-15, 21-15",home,Greve,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385925,2 27-08-2020,1. HD,1,HD,Greve,Værløse,"Mads Conrad-Petersen, Mikkel Mikkelsen","Daniel Lundgaard, Andreas Søndergaard","21879, 48568","1311, 84100","18-21, 21-9, 10-21",away,Værløse,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385925,2 27-08-2020,2. HD,2,HD,Greve,Værløse,"David Daugaard, Kalle Koljonen (EU)","Mathias Thyrri Jørgensen, Ditlev Jæger Holm","65640, 60083","81255, 80361","13-21, 19-21",away,Værløse,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385926,2 27-08-2020,1. MD,1,MD,Solrød Strand,Aarhus AB,"Jeppe Bay Madsen, Emma Karlsson","Mikkel Stoffersen, Emilie Furbo","78661, 84246","72837, 56698","21-6, 21-14",home,Solrød Strand,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385926,2 27-08-2020,2. MD,2,MD,Solrød Strand,Aarhus AB,"Emil Holst, Johanna Magnusson (EU)","Mathias L. Hansen, Anne Fuglsang","39835, 231696","62396, 87353","9-21, 22-20, 21-19",home,Solrød Strand,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385926,2 27-08-2020,1. DS,1,DS,Solrød Strand,Aarhus AB,Frederikke Lund,Anne Fuglsang,2260,87353,"21-11, 21-14",home,Solrød Strand,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385926,2 27-08-2020,2. DS,2,DS,Solrød Strand,Aarhus AB,Anna Bygum,Trine Villadsen,1616,67501,"21-18, 21-13",home,Solrød Strand,
2020,1,1,-3,13240,Badmintonligaen,Grundspil,385926,2 27-08-2020,1. HS,1,HS,Solrød Strand,Aarhus AB,Emil Holst,Anders Antonsen,39835,79451,"24-22, 15-21, 12-21",away,Aarhus AB,
